x,y,w,h
0.31875,0.449138,0.395833,0.062069
0.500694,0.444828,0.354167,0.087931
0.465278,0.587069,0.383333,0.075862
0.445833,0.40431,0.377778,0.077586
0.585417,0.525862,0.401389,0.07931
0.472917,0.485776,0.3625,0.069828
0.384722,0.448707,0.394444,0.080172
0.45625,0.503879,0.395833,0.068103
0.450694,0.35,0.365278,0.075862
0.53125,0.488793,0.373611,0.068966
0.455556,0.418966,0.416667,0.068966
0.580556,0.428879,0.391667,0.062931
0.517361,0.428448,0.276389,0.081034
0.608333,0.594828,0.286111,0.091379
0.429167,0.482328,0.277778,0.092241
0.388194,0.455603,0.270833,0.090517
0.616667,0.318103,0.294444,0.098276
0.519444,0.442672,0.386111,0.062931
0.479861,0.42931,0.390278,0.074138
0.501389,0.45,0.372222,0.074138
0.552083,0.425431,0.398611,0.075
0.465972,0.446552,0.381944,0.084483
0.411806,0.376724,0.373611,0.072414
0.461806,0.481034,0.373611,0.07931
0.286806,0.493103,0.3625,0.087931
0.470833,0.443103,0.386111,0.063793
0.507639,0.575431,0.406944,0.064655
0.386111,0.459483,0.416667,0.075862
0.418056,0.298707,0.363889,0.071552
0.440972,0.421983,0.3875,0.075
0.547917,0.452586,0.384722,0.07931
0.579167,0.305603,0.386111,0.062931
0.681944,0.390948,0.419444,0.059483
0.515278,0.482328,0.377778,0.066379
0.532639,0.444397,0.393056,0.066379
0.541667,0.513362,0.402778,0.068103
0.573611,0.437069,0.377778,0.07069
0.524306,0.355172,0.340278,0.07931
0.490972,0.555603,0.343056,0.076724
0.413889,0.425431,0.333333,0.066379
0.50625,0.493103,0.398611,0.072414
0.490972,0.441379,0.3375,0.075862
0.525,0.418103,0.341667,0.067241
0.514583,0.612069,0.348611,0.084483
0.572917,0.41681,0.343056,0.085345
0.504167,0.48319,0.372222,0.076724
0.3875,0.447845,0.338889,0.076724
0.468056,0.347845,0.341667,0.080172
0.670139,0.507328,0.348611,0.080172
0.4875,0.375431,0.358333,0.090517
0.536111,0.553879,0.375,0.076724
0.561806,0.506466,0.343056,0.073276
0.497917,0.437931,0.354167,0.075862
0.501389,0.477155,0.338889,0.075
0.551389,0.29181,0.327778,0.066379
0.670833,0.350862,0.35,0.082759
0.436806,0.462069,0.348611,0.068966
0.447222,0.505172,0.355556,0.077586
0.336111,0.471983,0.344444,0.078448
0.442361,0.501724,0.334722,0.060345
0.552778,0.326293,0.352778,0.064655
0.461111,0.447845,0.35,0.080172
0.499306,0.438362,0.354167,0.071552
0.470833,0.494397,0.327778,0.093966
0.563194,0.523707,0.356944,0.078448
0.54375,0.511207,0.3625,0.087931
0.413194,0.309483,0.340278,0.074138
0.427778,0.477155,0.330556,0.069828
0.576389,0.443534,0.344444,0.081897
0.431944,0.45431,0.361111,0.068966
0.534028,0.484914,0.348611,0.073276
0.535417,0.476293,0.365278,0.068103
0.5,0.482328,0.341667,0.073276
0.571528,0.417672,0.345833,0.083621
0.455556,0.415086,0.341667,0.069828
0.528472,0.446552,0.434722,0.060345
0.498611,0.467241,0.408333,0.07931
0.472917,0.437069,0.404167,0.062069
0.524306,0.468534,0.420833,0.076724
0.609722,0.495259,0.411111,0.059483
0.501389,0.409914,0.436111,0.057759
0.5125,0.448276,0.419444,0.075862
0.539583,0.465086,0.393056,0.061207
0.530556,0.444397,0.438889,0.057759
0.648611,0.409483,0.280556,0.108621
0.43125,0.443103,0.270833,0.091379
0.480556,0.465517,0.247222,0.087931
0.555556,0.51681,0.311111,0.078448
0.504167,0.452155,0.322222,0.076724
0.613194,0.515948,0.315278,0.080172
0.425694,0.492241,0.3375,0.075862
0.526389,0.444828,0.336111,0.077586
0.401389,0.488793,0.308333,0.075862
0.572222,0.453448,0.311111,0.084483
0.495139,0.381466,0.343056,0.090517
0.601389,0.490517,0.325,0.077586
0.440972,0.464224,0.318056,0.073276
0.571528,0.545259,0.334722,0.073276
0.471528,0.460345,0.331944,0.07069
0.541667,0.393103,0.322222,0.07931
0.480556,0.446983,0.313889,0.076724
0.45,0.490948,0.327778,0.075
0.465972,0.4375,0.334722,0.069828
0.609028,0.522414,0.329167,0.075862
0.438194,0.446552,0.318056,0.081034
0.526389,0.451293,0.336111,0.076724
0.477778,0.439224,0.313889,0.085345
0.435417,0.471552,0.323611,0.077586
0.60625,0.430172,0.3375,0.077586
0.7375,0.30819,0.325,0.075
0.763194,0.439655,0.301389,0.07931
0.479861,0.439224,0.3125,0.080172
0.475,0.478017,0.286111,0.087069
0.509722,0.522414,0.275,0.110345
0.414583,0.47931,0.248611,0.094828
0.4375,0.460345,0.280556,0.105172
0.503472,0.478879,0.309722,0.081897
0.50625,0.472845,0.290278,0.075
0.575,0.496983,0.286111,0.075
0.505556,0.434052,0.341667,0.092241
0.368056,0.449569,0.297222,0.078448
0.513889,0.456897,0.291667,0.067241
0.420833,0.293534,0.319444,0.081897
0.6,0.375,0.305556,0.091379
0.477083,0.322845,0.306944,0.088793
0.448611,0.490517,0.313889,0.089655
0.460417,0.487069,0.293056,0.091379
0.456944,0.444397,0.308333,0.09569
0.472917,0.397845,0.295833,0.088793
0.3875,0.381034,0.269444,0.082759
0.377778,0.501293,0.272222,0.106034
0.431944,0.521121,0.266667,0.080172
0.567361,0.54569,0.2625,0.081034
0.586806,0.482759,0.320833,0.081034
0.571528,0.435345,0.284722,0.105172
0.504861,0.434052,0.276389,0.085345
0.484028,0.385776,0.276389,0.080172
0.526389,0.427155,0.277778,0.09569
0.59375,0.415086,0.206944,0.109483
0.549306,0.309052,0.323611,0.075
0.560417,0.391379,0.331944,0.077586
0.3625,0.49181,0.363889,0.080172
0.472222,0.339224,0.358333,0.081897
0.481944,0.506466,0.325,0.071552
0.472222,0.475431,0.327778,0.073276
0.474306,0.305172,0.3375,0.077586
0.467361,0.397845,0.359722,0.075
0.527778,0.498707,0.333333,0.075
0.430556,0.435776,0.341667,0.071552
0.51875,0.465517,0.356944,0.077586
0.509722,0.487069,0.325,0.072414
0.510417,0.493534,0.3375,0.069828
0.460417,0.43319,0.331944,0.078448
0.565278,0.47931,0.313889,0.077586
0.402083,0.349138,0.334722,0.068966
0.511806,0.455172,0.351389,0.091379
0.544444,0.503448,0.358333,0.084483
0.545139,0.451293,0.354167,0.073276
0.415972,0.395259,0.340278,0.081897
0.503472,0.444397,0.3375,0.071552
0.552778,0.490086,0.375,0.071552
0.679861,0.443103,0.331944,0.077586
0.58125,0.357759,0.334722,0.084483
0.489583,0.475431,0.331944,0.078448
0.458333,0.433621,0.336111,0.075862
0.552083,0.44569,0.343056,0.07069
0.466667,0.413793,0.333333,0.075862
0.513194,0.390086,0.354167,0.071552
0.3625,0.424569,0.344444,0.071552
0.390972,0.376293,0.331944,0.081897
0.428472,0.484483,0.345833,0.081034
0.363889,0.39569,0.347222,0.084483
0.532639,0.387931,0.3375,0.082759
0.425,0.509914,0.319444,0.078448
0.489583,0.463793,0.376389,0.062069
0.535417,0.402586,0.3375,0.065517
0.421528,0.461207,0.331944,0.082759
0.559028,0.47931,0.334722,0.065517
0.465972,0.57069,0.354167,0.068966
0.604861,0.49181,0.340278,0.073276
0.428472,0.473276,0.256944,0.094828
0.429861,0.50431,0.243056,0.103448
0.499306,0.474569,0.320833,0.083621
0.588194,0.372845,0.306944,0.081897
0.495833,0.473276,0.308333,0.07931
0.551389,0.535776,0.305556,0.085345
0.506944,0.326293,0.319444,0.069828
0.502778,0.491379,0.297222,0.077586
0.366667,0.443103,0.3,0.081034
0.509722,0.425431,0.308333,0.078448
0.441667,0.308621,0.302778,0.086207
0.436806,0.393966,0.3125,0.087931
0.409722,0.474138,0.313889,0.082759
0.390972,0.298707,0.348611,0.075
0.561111,0.457328,0.319444,0.080172
0.479167,0.440086,0.308333,0.092241
0.509722,0.284052,0.288889,0.080172
0.342361,0.491379,0.304167,0.07931
0.259028,0.394397,0.315278,0.076724
0.454167,0.469397,0.305556,0.075
0.621528,0.36681,0.323611,0.081897
0.282639,0.418966,0.320833,0.084483
0.294444,0.406466,0.327778,0.068103
0.415278,0.411638,0.302778,0.09569
0.507639,0.42069,0.318056,0.074138
0.484722,0.462069,0.311111,0.084483
0.502778,0.412069,0.297222,0.089655
0.595139,0.510345,0.306944,0.07931
0.423611,0.492241,0.316667,0.089655
0.633333,0.418103,0.313889,0.091379
0.416667,0.439655,0.280556,0.105172
0.463889,0.424138,0.283333,0.094828
0.470833,0.490948,0.288889,0.090517
0.559722,0.50431,0.355556,0.075862
0.374306,0.456466,0.295833,0.073276
0.501389,0.512069,0.336111,0.086207
0.586111,0.442241,0.316667,0.086207
0.65,0.477155,0.344444,0.083621
0.5625,0.484914,0.333333,0.061207
0.665278,0.473707,0.305556,0.080172
0.6125,0.407328,0.341667,0.076724
0.590278,0.478017,0.311111,0.081897
0.447222,0.440517,0.319444,0.081034
0.330556,0.400431,0.322222,0.073276
0.519444,0.419397,0.319444,0.071552
0.423611,0.478448,0.322222,0.07931
0.418056,0.390948,0.347222,0.080172
0.56875,0.475431,0.334722,0.076724
0.554861,0.446983,0.326389,0.069828
0.561806,0.504741,0.3125,0.075
0.428472,0.442672,0.320833,0.087069
0.56875,0.445259,0.3125,0.075
0.438889,0.456897,0.344444,0.091379
0.449306,0.459914,0.331944,0.071552
0.427778,0.532328,0.316667,0.087069
0.651389,0.353448,0.316667,0.084483
0.473611,0.461638,0.338889,0.071552
0.336806,0.428017,0.331944,0.080172
0.741667,0.382759,0.341667,0.075862
0.39375,0.47069,0.3125,0.068966
0.4125,0.477155,0.338889,0.087069
0.358333,0.563793,0.355556,0.086207
0.474306,0.458621,0.401389,0.084483
0.441667,0.428879,0.363889,0.085345
0.497917,0.565517,0.323611,0.082759
0.479861,0.42069,0.365278,0.068966
0.488194,0.444828,0.323611,0.089655
0.539583,0.306466,0.345833,0.078448
0.539583,0.442241,0.348611,0.077586
0.518056,0.479741,0.330556,0.083621
0.624306,0.521983,0.343056,0.071552
0.446528,0.300431,0.309722,0.085345
0.48125,0.468103,0.326389,0.074138
0.649306,0.359052,0.331944,0.081897
0.48125,0.429741,0.345833,0.081897
0.506944,0.459052,0.336111,0.080172
0.639583,0.336638,0.3375,0.080172
0.55,0.464224,0.333333,0.068103
0.465972,0.475,0.326389,0.07931
0.469444,0.484052,0.327778,0.068103
0.516667,0.500431,0.336111,0.075
0.440972,0.475431,0.356944,0.069828
0.429861,0.396552,0.348611,0.065517
0.476389,0.481466,0.330556,0.071552
0.486111,0.452155,0.341667,0.099138
0.41875,0.450431,0.306944,0.073276
0.386806,0.417672,0.343056,0.081897
0.484028,0.47931,0.340278,0.077586
0.563194,0.484483,0.345833,0.068966
0.570139,0.503017,0.343056,0.076724
0.383333,0.468534,0.336111,0.071552
0.405556,0.413362,0.322222,0.066379
0.65625,0.459052,0.318056,0.083621
0.449306,0.441379,0.3375,0.063793
0.465278,0.493966,0.35,0.07069
0.621528,0.315948,0.340278,0.066379
0.400694,0.486207,0.268056,0.096552
0.458333,0.492241,0.275,0.093103
0.536806,0.495259,0.329167,0.076724
0.527083,0.435345,0.331944,0.084483
0.489583,0.462931,0.3375,0.075862
0.381944,0.504741,0.338889,0.071552
0.524306,0.418534,0.345833,0.076724
0.370833,0.406034,0.327778,0.074138
0.454167,0.491379,0.311111,0.081034
0.519444,0.456034,0.433333,0.075862
0.49375,0.465517,0.306944,0.07931
0.45625,0.482759,0.320833,0.081034
0.447917,0.404741,0.340278,0.069828
0.565972,0.393103,0.348611,0.072414
0.727778,0.477586,0.322222,0.082759
0.461111,0.466379,0.330556,0.077586
0.668056,0.44181,0.325,0.078448
0.551389,0.424138,0.336111,0.081034
0.509722,0.46681,0.330556,0.092241
0.41875,0.468103,0.3125,0.087931
0.527083,0.427586,0.323611,0.077586
0.439583,0.478879,0.3375,0.088793
0.574306,0.464224,0.306944,0.081897
0.4875,0.446983,0.341667,0.087069
0.463194,0.480172,0.323611,0.086207
0.515972,0.470259,0.329167,0.066379
0.507639,0.528448,0.340278,0.084483
0.343056,0.422845,0.272222,0.107759
0.646528,0.542241,0.276389,0.081034
0.422917,0.478879,0.276389,0.097414
0.527778,0.556034,0.302778,0.082759
0.502778,0.474138,0.291667,0.089655
0.340972,0.392672,0.2875,0.083621
0.377083,0.496983,0.295833,0.076724
0.606944,0.49569,0.305556,0.089655
0.361111,0.290086,0.369444,0.062931
0.559722,0.444397,0.288889,0.085345
0.577778,0.473276,0.302778,0.084483
0.536111,0.494397,0.363889,0.071552
0.413194,0.379741,0.381944,0.068103
0.506944,0.447414,0.375,0.063793
0.495139,0.480172,0.381944,0.072414
0.489583,0.503448,0.354167,0.07069
0.51875,0.466379,0.406944,0.093103
0.532639,0.493534,0.3625,0.078448
0.566667,0.446121,0.363889,0.068103
0.506944,0.464224,0.383333,0.071552
0.45625,0.467241,0.376389,0.07931
0.506944,0.460776,0.347222,0.078448
0.423611,0.438793,0.366667,0.081034
0.486111,0.471121,0.372222,0.075
0.497222,0.373276,0.355556,0.07069
0.43125,0.443534,0.370833,0.064655
0.476389,0.45819,0.358333,0.085345
0.513889,0.416379,0.366667,0.075862
0.527778,0.481034,0.366667,0.060345
0.465972,0.4625,0.365278,0.075
0.492361,0.427586,0.390278,0.060345
0.583333,0.416379,0.402778,0.060345
0.403472,0.325862,0.359722,0.07931
0.467361,0.434483,0.365278,0.068966
0.491667,0.466379,0.358333,0.077586
0.567361,0.394828,0.340278,0.072414
0.5875,0.478448,0.352778,0.07931
0.554861,0.442241,0.365278,0.081034
0.407639,0.432328,0.359722,0.071552
0.513194,0.434052,0.398611,0.069828
0.434028,0.533621,0.398611,0.068966
0.634722,0.469828,0.35,0.072414
0.430556,0.456897,0.358333,0.07931
0.4625,0.509052,0.386111,0.073276
0.454861,0.478017,0.368056,0.085345
0.418056,0.41681,0.369444,0.069828
0.484028,0.45431,0.298611,0.074138
0.553472,0.33319,0.3625,0.069828
0.415972,0.427155,0.381944,0.064655
0.440972,0.544828,0.345833,0.072414
0.595833,0.388362,0.3,0.087069
0.404861,0.384483,0.306944,0.074138
0.513194,0.477155,0.384722,0.092241
0.24375,0.463362,0.304167,0.088793
0.409722,0.4375,0.325,0.085345
0.446528,0.418966,0.318056,0.081034
0.429861,0.454741,0.331944,0.090517
0.627778,0.406897,0.3,0.082759
0.4375,0.490086,0.297222,0.090517
0.58125,0.383621,0.298611,0.103448
0.538889,0.422845,0.313889,0.085345
0.383333,0.411207,0.3,0.089655
0.479861,0.524569,0.298611,0.085345
0.586806,0.461638,0.293056,0.085345
0.595833,0.468103,0.263889,0.098276
0.420833,0.453017,0.258333,0.100862
0.6125,0.450862,0.269444,0.087931
0.518056,0.400431,0.341667,0.071552
0.526389,0.406466,0.338889,0.068103
0.363889,0.370259,0.361111,0.061207
0.459722,0.453448,0.344444,0.068966
0.519444,0.444828,0.35,0.058621
0.664583,0.426293,0.345833,0.068103
0.415278,0.468966,0.347222,0.072414
0.35625,0.301293,0.343056,0.076724
0.526389,0.468966,0.361111,0.068966
0.575694,0.45819,0.343056,0.061207
0.525694,0.481034,0.331944,0.063793
0.49375,0.298707,0.354167,0.062931
0.486111,0.374138,0.333333,0.072414
0.550694,0.318966,0.3375,0.068966
0.420139,0.439655,0.409722,0.075862
0.495833,0.406034,0.358333,0.074138
0.521528,0.436207,0.331944,0.072414
0.594444,0.471983,0.347222,0.081897
0.422222,0.468103,0.386111,0.081034
0.466667,0.45819,0.361111,0.081897
0.474306,0.484483,0.354167,0.075862
0.6375,0.452155,0.352778,0.071552
0.3625,0.5,0.336111,0.087931
0.39375,0.457328,0.373611,0.068103
0.403472,0.372414,0.356944,0.067241
0.4625,0.40819,0.35,0.064655
0.5,0.479741,0.386111,0.068103
0.522917,0.407759,0.423611,0.063793
0.522917,0.462069,0.351389,0.072414
0.563889,0.504741,0.366667,0.073276
0.5125,0.517672,0.366667,0.078448
0.553472,0.452155,0.354167,0.064655
0.568056,0.406466,0.347222,0.080172
0.502778,0.418103,0.361111,0.075862
0.51875,0.481466,0.365278,0.061207
0.496528,0.489224,0.354167,0.073276
0.5125,0.459483,0.375,0.089655
0.545139,0.49569,0.348611,0.074138
0.378472,0.481466,0.340278,0.076724
0.663889,0.49569,0.347222,0.077586
0.647917,0.336207,0.323611,0.086207
0.665278,0.477586,0.35,0.087931
0.464583,0.410776,0.376389,0.080172
0.465972,0.451724,0.334722,0.07931
0.490972,0.415086,0.343056,0.075
0.503472,0.450862,0.365278,0.060345
0.533333,0.469397,0.361111,0.076724
0.40625,0.42931,0.3625,0.084483
0.394444,0.459483,0.347222,0.058621
0.529167,0.418103,0.369444,0.072414
0.45,0.444828,0.333333,0.087931
0.542361,0.430603,0.348611,0.073276
0.475694,0.456034,0.373611,0.077586
0.5875,0.449138,0.336111,0.07069
0.440972,0.415948,0.290278,0.099138
0.397222,0.469828,0.272222,0.1
0.530556,0.496552,0.277778,0.082759
0.474306,0.463362,0.276389,0.092241
0.452083,0.3375,0.295833,0.087069
0.5125,0.444397,0.280556,0.080172
0.516667,0.475,0.472222,0.065517
0.535417,0.423276,0.406944,0.065517
0.534722,0.475,0.394444,0.067241
0.424306,0.437931,0.384722,0.074138
0.527083,0.465086,0.448611,0.081897
0.467361,0.442672,0.401389,0.061207
0.450694,0.411207,0.406944,0.060345
0.557639,0.487931,0.276389,0.087931
0.570833,0.484914,0.261111,0.088793
0.444444,0.45431,0.286111,0.086207
0.575,0.4625,0.286111,0.093966
0.4625,0.475431,0.269444,0.090517
0.577083,0.475,0.270833,0.082759
0.475694,0.468103,0.276389,0.087931
0.525694,0.447414,0.2625,0.086207
0.571528,0.479741,0.281944,0.093966
0.234028,0.389224,0.270833,0.10431
0.497222,0.43319,0.280556,0.088793
0.53125,0.440086,0.281944,0.099138
0.564583,0.485345,0.2625,0.082759
0.377778,0.361638,0.263889,0.085345
0.354167,0.476293,0.277778,0.087069
0.439583,0.431466,0.270833,0.090517
0.536806,0.410345,0.268056,0.094828
0.669444,0.423276,0.247222,0.091379
0.588889,0.425,0.280556,0.07931
0.763194,0.370259,0.279167,0.080172
0.492361,0.513793,0.281944,0.081034
0.519444,0.338793,0.283333,0.074138
0.563194,0.42069,0.429167,0.060345
0.493056,0.445259,0.297222,0.090517
0.297917,0.380172,0.298611,0.086207
0.438889,0.513362,0.319444,0.088793
0.634028,0.413362,0.295833,0.088793
0.608333,0.483621,0.288889,0.07931
0.583333,0.448276,0.3,0.077586
0.633333,0.534914,0.330556,0.102586
0.399306,0.483621,0.2875,0.094828
0.479167,0.469397,0.283333,0.081897
0.554861,0.502155,0.284722,0.090517
0.442361,0.432328,0.281944,0.10431
0.497917,0.482759,0.254167,0.094828
0.535417,0.47931,0.306944,0.082759
0.561806,0.419397,0.3125,0.069828
0.430556,0.439224,0.308333,0.069828
0.522917,0.504741,0.304167,0.076724
0.643056,0.334052,0.308333,0.076724
0.496528,0.422845,0.365278,0.061207
0.594444,0.436207,0.325,0.084483
0.3625,0.475,0.394444,0.065517
0.483333,0.427155,0.363889,0.066379
0.438889,0.372845,0.363889,0.075
0.450694,0.45819,0.373611,0.087069
0.384028,0.39181,0.373611,0.080172
0.427778,0.435345,0.375,0.072414
0.361806,0.367241,0.373611,0.07931
0.4375,0.410345,0.305556,0.074138
0.570139,0.378879,0.393056,0.069828
0.429167,0.451724,0.391667,0.07931
0.463194,0.406466,0.381944,0.069828
0.507639,0.394828,0.365278,0.058621
0.417361,0.444828,0.3625,0.074138
0.491667,0.395259,0.375,0.073276
0.432639,0.515948,0.398611,0.064655
0.4625,0.404741,0.358333,0.061207
0.50625,0.457328,0.304167,0.085345
0.449306,0.442241,0.365278,0.077586
0.526389,0.46681,0.388889,0.069828
0.490972,0.440517,0.3875,0.065517
0.365278,0.415517,0.372222,0.075862
0.498611,0.456897,0.383333,0.072414
0.588889,0.437069,0.377778,0.07069
0.461111,0.44181,0.386111,0.081897
0.510417,0.457759,0.381944,0.084483
0.672917,0.41681,0.359722,0.069828
0.534028,0.489224,0.356944,0.076724
0.468056,0.296983,0.308333,0.085345
0.447917,0.3875,0.329167,0.071552
0.527778,0.477155,0.325,0.080172
0.5375,0.475862,0.366667,0.081034
0.593056,0.490948,0.375,0.075
0.477778,0.410345,0.302778,0.081034
0.346528,0.451724,0.298611,0.084483
0.422917,0.425862,0.3125,0.081034
0.427778,0.457759,0.338889,0.075862
0.49375,0.491379,0.318056,0.07931
0.509028,0.437931,0.315278,0.07931
0.532639,0.456466,0.326389,0.069828
0.41875,0.443103,0.295833,0.086207
0.488889,0.465948,0.330556,0.080172
0.363889,0.47931,0.308333,0.082759
0.649306,0.440086,0.304167,0.085345
0.51875,0.5,0.301389,0.07931
0.329167,0.510345,0.325,0.081034
0.715278,0.460345,0.330556,0.07931
0.507639,0.468534,0.323611,0.078448
0.323611,0.400862,0.3,0.086207
0.453472,0.4875,0.398611,0.064655
0.453472,0.388362,0.420833,0.059483
0.470833,0.460776,0.413889,0.068103
0.477083,0.459483,0.390278,0.068966
0.525694,0.486207,0.420833,0.075862
0.528472,0.406897,0.393056,0.062069
0.567361,0.453448,0.376389,0.067241
0.484722,0.487931,0.394444,0.065517
0.445833,0.447845,0.233333,0.097414
0.468056,0.406897,0.361111,0.067241
0.55625,0.4625,0.365278,0.066379
0.384028,0.535776,0.345833,0.064655
0.447222,0.461638,0.341667,0.071552
0.510417,0.446983,0.348611,0.061207
0.597222,0.359052,0.344444,0.061207
0.582639,0.406897,0.345833,0.07931
0.558333,0.522845,0.347222,0.073276
0.459028,0.490948,0.343056,0.080172
0.505556,0.3375,0.35,0.081897
0.370139,0.492672,0.354167,0.080172
0.447917,0.450862,0.345833,0.07069
0.540972,0.44569,0.3375,0.074138
0.665972,0.416379,0.356944,0.081034
0.455556,0.382328,0.380556,0.073276
0.485417,0.431034,0.340278,0.081034
0.485417,0.436638,0.365278,0.071552
0.55,0.471983,0.341667,0.080172
0.522222,0.4625,0.363889,0.081897
0.543056,0.524138,0.388889,0.07069
0.532639,0.297414,0.340278,0.077586
0.564583,0.309914,0.348611,0.076724
0.651389,0.521552,0.355556,0.075862
0.703472,0.482328,0.404167,0.066379
0.436111,0.49569,0.338889,0.075862
0.456944,0.543103,0.347222,0.082759
0.511111,0.343966,0.333333,0.087931
0.420139,0.518966,0.334722,0.086207
0.452083,0.431034,0.345833,0.07931
0.545139,0.369828,0.354167,0.062069
0.613889,0.425862,0.341667,0.075862
0.379861,0.334483,0.334722,0.07931
0.481944,0.40819,0.377778,0.078448
0.491667,0.444397,0.341667,0.071552
0.545139,0.514224,0.334722,0.068103
0.354167,0.465086,0.338889,0.080172
0.472222,0.513362,0.336111,0.087069
0.570833,0.451724,0.352778,0.077586
0.445833,0.448276,0.355556,0.075862
0.506944,0.431034,0.341667,0.065517
0.421528,0.438793,0.348611,0.077586
0.420833,0.504741,0.338889,0.085345
0.572917,0.475862,0.343056,0.077586
0.509722,0.475862,0.355556,0.084483
0.426389,0.471552,0.352778,0.084483
0.510417,0.444397,0.331944,0.062931
0.550694,0.467672,0.365278,0.075
0.35,0.415948,0.366667,0.069828
0.436806,0.468103,0.373611,0.07069
0.586111,0.487931,0.375,0.07931
0.407639,0.482328,0.365278,0.075
0.64375,0.373707,0.381944,0.066379
0.5125,0.473707,0.380556,0.083621
0.3875,0.493966,0.369444,0.084483
0.436806,0.538362,0.384722,0.071552
0.429861,0.492672,0.3625,0.075
0.615278,0.415086,0.391667,0.073276
0.584028,0.330172,0.401389,0.065517
0.463889,0.461638,0.402778,0.062931
0.483333,0.499569,0.433333,0.071552
0.461111,0.497414,0.380556,0.068966
0.461111,0.424138,0.377778,0.062069
0.472222,0.375862,0.386111,0.067241
0.511111,0.425862,0.388889,0.068966
0.53125,0.518534,0.3875,0.076724
0.546528,0.428879,0.3625,0.080172
0.515278,0.540086,0.377778,0.061207
0.59375,0.41681,0.3875,0.068103
0.518056,0.48319,0.380556,0.071552
0.595833,0.4625,0.361111,0.066379
0.416667,0.446983,0.380556,0.069828
0.459722,0.465948,0.372222,0.069828
0.477083,0.560345,0.373611,0.068966
0.488194,0.501293,0.368056,0.066379
0.502778,0.449138,0.383333,0.063793
0.500694,0.410345,0.409722,0.07069
0.479861,0.425,0.373611,0.062069
0.414583,0.443966,0.401389,0.087931
0.451389,0.481034,0.391667,0.062069
0.516667,0.461638,0.4,0.076724
0.465972,0.434483,0.393056,0.067241
0.314583,0.460345,0.3875,0.060345
0.429167,0.374138,0.391667,0.074138
0.458333,0.448707,0.386111,0.073276
0.46875,0.437069,0.381944,0.067241
0.491667,0.60431,0.375,0.081034
0.542361,0.450862,0.398611,0.065517
0.55625,0.458621,0.401389,0.062069
0.486111,0.42069,0.391667,0.065517
0.554861,0.441379,0.3875,0.062069
0.380556,0.492241,0.383333,0.065517
0.500694,0.490086,0.381944,0.080172
0.490278,0.444828,0.394444,0.058621
0.443056,0.487069,0.372222,0.072414
0.495139,0.476293,0.420833,0.066379
0.555556,0.482328,0.305556,0.088793
0.454861,0.518534,0.301389,0.076724
0.574306,0.506034,0.298611,0.07931
0.426389,0.39181,0.302778,0.085345
0.647917,0.4,0.295833,0.075862
0.488889,0.510345,0.294444,0.093103
0.451389,0.303017,0.325,0.083621
0.289583,0.52069,0.284722,0.091379
0.334028,0.506897,0.276389,0.082759
0.479861,0.459052,0.306944,0.090517
0.422222,0.436207,0.313889,0.074138
0.564583,0.413362,0.290278,0.081897
0.609028,0.449569,0.298611,0.080172
0.457639,0.466379,0.301389,0.077586
0.566667,0.522845,0.294444,0.085345
0.496528,0.431897,0.304167,0.086207
0.552083,0.403879,0.284722,0.092241
0.531944,0.434914,0.272222,0.10431
0.523611,0.509052,0.252778,0.085345
0.522917,0.516379,0.290278,0.084483
0.566667,0.474138,0.280556,0.089655
0.392361,0.494397,0.281944,0.076724
0.425694,0.4125,0.276389,0.075
0.463194,0.410776,0.323611,0.081897
0.443056,0.411207,0.297222,0.084483
0.556944,0.426724,0.383333,0.063793
0.408333,0.542241,0.338889,0.07069
0.399306,0.448276,0.398611,0.07931
0.3625,0.306034,0.391667,0.060345
0.550694,0.409914,0.376389,0.062931
0.388194,0.532759,0.3625,0.065517
0.493056,0.467672,0.358333,0.066379
0.511111,0.496983,0.361111,0.061207
0.388194,0.465948,0.376389,0.087069
0.425,0.481897,0.394444,0.086207
0.648611,0.465517,0.394444,0.067241
0.502778,0.458621,0.363889,0.077586
0.547222,0.425862,0.394444,0.065517
0.436111,0.473276,0.405556,0.062069
0.445139,0.387931,0.398611,0.072414
0.463889,0.507759,0.4,0.074138
0.479861,0.406897,0.3875,0.062069
0.519444,0.42931,0.383333,0.074138
0.461111,0.338793,0.386111,0.060345
0.528472,0.405603,0.3625,0.068103
0.563889,0.420259,0.397222,0.075
0.442361,0.486207,0.359722,0.07069
0.515278,0.466379,0.363889,0.081034
0.628472,0.591379,0.381944,0.067241
0.486111,0.381466,0.355556,0.076724
0.529167,0.45,0.411111,0.068966
0.516667,0.4,0.361111,0.077586
0.538194,0.464655,0.365278,0.077586
0.656944,0.365086,0.377778,0.069828
0.424306,0.437931,0.376389,0.077586
0.430556,0.423707,0.358333,0.080172
0.478472,0.461207,0.345833,0.075862
0.559028,0.390517,0.420833,0.062069
0.36875,0.453448,0.409722,0.07069
0.498611,0.469397,0.391667,0.061207
0.530556,0.415086,0.375,0.071552
0.348611,0.330172,0.369444,0.077586
0.389583,0.502586,0.365278,0.074138
0.453472,0.444828,0.3625,0.063793
0.520139,0.443966,0.409722,0.074138
0.518056,0.480172,0.377778,0.068966
0.45,0.511638,0.386111,0.062931
0.554167,0.43319,0.355556,0.071552
0.526389,0.478017,0.286111,0.087069
0.554861,0.499569,0.404167,0.071552
0.520833,0.40819,0.361111,0.087069
0.561111,0.446983,0.355556,0.071552
0.535417,0.478017,0.3625,0.081897
